NUTS,NAME_LATN,geometry
RO12,Centru,"list(list(c(25.66158, 25.77144, 25.82776, 25.97516, 26.02832, 26.24232, 26.26344, 26.43998, 26.39209, 26.29979, 26.09333, 26.07272, 25.45254, 25.32158, 25.10684, 24.68493, 24.52313, 23.70361, 23.59727, 23.43489, 23.24309, 23.10067, 23.0645, 22.91207, 22.74872, 22.67658, 22.68985, 22.81195, 23.06209, 23.38852, 23.62341, 23.98528, 24.08907, 24.17958, 24.40102, 24.57114, 24.70903, 24.86075, 25.06338, 25.24671, 25.3963, 25.66158, 47.09165, 46.99029, 46.71814, 46.69731, 46.42819, 46.32389, 46.24634, 46.03888, 
45.80239, 45.61846, 45.51631, 45.50579, 45.44134, 45.38109, 45.57639, 45.60411, 45.58056, 45.49677, 45.47347, 45.60478, 45.99717, 46.06529, 46.19301, 46.32034, 46.35121, 46.40583, 46.51272, 46.56886, 46.48175, 46.53014, 46.43273, 46.43092, 46.73782, 46.8047, 46.76217, 46.92104, 46.92626, 47.08754, 47.13654, 47.09792, 47.17305, 47.09165)))"
RO21,Nord-Est,"list(list(c(27.39117, 27.84712, 28.078, 28.11381, 28.23972, 28.24133, 28.14389, 28.1158, 27.62017, 27.56499, 27.50305, 27.49282, 27.2826, 26.92849, 26.43998, 26.26344, 26.24232, 26.02832, 25.97516, 25.82776, 25.77144, 25.66158, 25.3963, 25.24671, 25.06338, 25.0753, 24.96084, 25.02211, 24.9471, 25.08972, 25.28851, 25.89485, 26.09883, 26.20569, 26.35063, 26.63056, 26.80672, 27.01934, 27.16873, 27.31604, 27.39117, 47.5894, 47.11681, 46.97623, 46.83841, 46.61637, 46.42776, 46.2552, 46.10783, 46.13712, 
46.02046, 46.13962, 46.15921, 46.19251, 46.07731, 46.03888, 46.24634, 46.32389, 46.42819, 46.69731, 46.71814, 46.99029, 47.09165, 47.17305, 47.09792, 47.13654, 47.5124, 47.59685, 47.66731, 47.72912, 47.74829, 47.90678, 47.9621, 47.9788, 48.01803, 48.18417, 48.25975, 48.24504, 48.12084, 47.95006, 47.64266, 47.5894)))"
RO22,Sud-Est,"list(list(c(27.50305, 27.56499, 27.62017, 28.1158, 28.16458, 28.11212, 28.21136, 28.40953, 28.74738, 29.43319, 29.61471, 29.67964, 29.61044, 29.16995, 28.99409, 28.64413, 28.65686, 28.57888, 28.22234, 28.0123, 27.92016, 27.69541, 27.39457, 27.27134, 27.923, 28.01737, 28.09117, 27.88101, 27.81479, 27.20346, 26.60555, 26.45038, 26.25564, 26.07272, 26.09333, 26.29979, 26.39209, 26.43998, 26.92849, 27.2826, 27.49282, 27.50305, 46.13962, 46.02046, 46.13712, 46.10783, 45.68664, 45.59653, 45.46728, 45.30887, 
45.24905, 45.42781, 45.34808, 45.21184, 44.85356, 44.77643, 44.67963, 44.30978, 43.98771, 43.73874, 43.76519, 43.84371, 43.98939, 43.98734, 44.02226, 44.12634, 44.25807, 44.34025, 44.45573, 44.76308, 44.80351, 44.78707, 44.85699, 45.17428, 45.22751, 45.50579, 45.51631, 45.61846, 45.80239, 46.03888, 46.07731, 46.19251, 46.15921, 46.13962)))"
RO31,Sud-Muntenia,"list(list(c(25.32158, 25.45254, 26.07272, 26.25564, 26.45038, 26.60555, 27.20346, 27.81479, 27.88101, 28.09117, 28.01737, 27.923, 27.27134, 26.94905, 26.38182, 26.35818, 26.11864, 25.89485, 25.6722, 25.54454, 25.29637, 24.65478, 24.72102, 24.61822, 24.83332, 24.80856, 24.88402, 24.76412, 24.67897, 24.53712, 24.43812, 24.47169, 24.52313, 24.68493, 25.10684, 25.32158, 45.38109, 45.44134, 45.50579, 45.22751, 45.17428, 44.85699, 44.78707, 44.80351, 44.76308, 44.45573, 44.34025, 44.25807, 44.12634, 44.13831, 
44.03861, 44.03716, 43.96671, 43.80318, 43.68815, 43.64285, 43.65542, 43.72359, 43.79507, 43.9947, 44.09733, 44.21824, 44.38264, 44.41309, 44.72216, 44.84521, 44.84538, 44.88632, 45.58056, 45.60411, 45.57639, 45.38109), c(26.25996, 26.41606, 26.30182, 25.97074, 25.89485, 25.91938, 26.1154, 26.25996, 44.29499, 44.52168, 44.76887, 44.71041, 44.53688, 44.33829, 44.25931, 44.29499)))"
RO32,Bucureşti-Ilfov,"list(list(c(26.25996, 26.1154, 25.91938, 25.89485, 25.97074, 26.30182, 26.41606, 26.25996, 44.29499, 44.25931, 44.33829, 44.53688, 44.71041, 44.76887, 44.52168, 44.29499)))"
RO41,Sud-Vest Oltenia,"list(list(c(24.88402, 24.80856, 24.83332, 24.61822, 24.72102, 24.65478, 24.48032, 24.32352, 24.11204, 23.63039, 23.40948, 22.99717, 22.85777, 22.89516, 23.02288, 22.96637, 22.67516, 22.47829, 22.61, 22.73036, 22.70492, 22.41753, 22.14542, 22.01613, 22.14098, 22.20968, 22.40419, 22.48708, 22.51289, 22.65663, 22.58338, 22.68625, 23.59064, 23.59727, 23.70361, 24.52313, 24.47169, 24.43812, 24.53712, 24.67897, 24.76412, 24.88402, 44.38264, 44.21824, 44.09733, 43.9947, 43.79507, 43.72359, 43.75146, 43.69769, 
43.69995, 43.79105, 43.84985, 43.80787, 43.87577, 43.9753, 44.04173, 44.09829, 44.21566, 44.4486, 44.53298, 44.5351, 44.59407, 44.6935, 44.48422, 44.5992, 44.61131, 44.79931, 44.77164, 44.88632, 44.98438, 45.10817, 45.163, 45.25796, 45.35307, 45.47347, 45.49677, 45.58056, 44.88632, 44.84538, 44.84521, 44.72216, 44.41309, 44.38264)))"
RO42,Vest,"list(list(c(22.67658, 22.74872, 22.91207, 23.0645, 23.10067, 23.24309, 23.43489, 23.59727, 23.59064, 22.68625, 22.58338, 22.65663, 22.51289, 22.48708, 22.40419, 22.20968, 22.14098, 22.01613, 22.01235, 21.65456, 21.57277, 21.35847, 21.54714, 21.40621, 21.50374, 21.47918, 21.01658, 20.81801, 20.81032, 20.66283, 20.2643, 20.7053, 20.7756, 21.03624, 21.16052, 21.29705, 21.31565, 21.4414, 22.05609, 22.42952, 22.67658, 46.40583, 46.35121, 46.32034, 46.19301, 46.06529, 45.99717, 45.60478, 45.47347, 45.35307, 
45.25796, 45.163, 45.10817, 44.98438, 44.88632, 44.77164, 44.79931, 44.61131, 44.5992, 44.60232, 44.66856, 44.75159, 44.82161, 44.88632, 45.00125, 45.1299, 45.19303, 45.32463, 45.49155, 45.75363, 45.79412, 46.12637, 46.16094, 46.27591, 46.251, 46.31083, 46.43146, 46.59909, 46.65147, 46.63998, 46.40025, 46.40583)))"
RS11,City of Belgrade,"list(list(c(20.81954, 20.76839, 20.82478, 20.76346, 20.78354, 20.4858, 20.40035, 20.25868, 20.20464, 19.99031, 19.98585, 20.10438, 20.33414, 20.41436, 20.61481, 20.66359, 20.81954, 44.65787, 44.55449, 44.47083, 44.40954, 44.32662, 44.42996, 44.31312, 44.30264, 44.50558, 44.58565, 44.64228, 44.72323, 45.07441, 45.08417, 44.88632, 44.73529, 44.65787)))"
RS12,Autonomous Province of Vojvodina,"list(list(c(20.2643, 20.66283, 20.81032, 20.81801, 21.01658, 21.47918, 21.50374, 21.40621, 21.54714, 21.35847, 21.03748, 20.81954, 20.66359, 20.61481, 20.41436, 20.33414, 20.10438, 19.98585, 19.72684, 19.74436, 19.68043, 19.44347, 19.35116, 19.02207, 19.00105, 19.12975, 19.11097, 19.42517, 19.39102, 19.13175, 18.99752, 19.00526, 19.03394, 19.06542, 18.92278, 18.95213, 18.88973, 19.02891, 19.11429, 19.30271, 19.57173, 19.6981, 19.86539, 20.223, 20.2643, 46.12637, 45.79412, 45.75363, 45.49155, 45.32463, 
45.19303, 45.1299, 45.00125, 44.88632, 44.82161, 44.71815, 44.65787, 44.73529, 44.88632, 45.08417, 45.07441, 44.72323, 44.64228, 44.76973, 44.88632, 44.92386, 44.92395, 44.88906, 44.85535, 44.88632, 44.9534, 45.13392, 45.16769, 45.22953, 45.29248, 45.38641, 45.43463, 45.48682, 45.52144, 45.58016, 45.65695, 45.92118, 45.93916, 46.01724, 45.99155, 46.16713, 46.18793, 46.15033, 46.13131, 46.12637)))"
RS21,Region Šumadije i Zapadne Srbije,"list(list(c(20.40035, 20.4858, 20.78354, 21.13438, 21.14757, 21.82202, 21.78012, 21.65661, 21.47748, 21.56229, 21.55629, 21.48016, 21.27446, 20.99761, 20.92356, 20.81975, 20.62196, 20.65541, 20.52195, 20.49762, 20.35293, 20.32766, 20.223, 20.06394, 19.6706, 19.22407, 19.49785, 19.48562, 19.31009, 19.5555, 19.49711, 19.13707, 19.15425, 19.35116, 19.44347, 19.68043, 19.74436, 19.72684, 19.98585, 19.99031, 20.20464, 20.25868, 20.40035, 44.31312, 44.42996, 44.32662, 44.21434, 44.31517, 44.08251, 44.02594, 
43.81887, 43.76624, 43.51169, 43.43724, 43.37899, 43.37887, 43.2518, 43.14608, 43.27247, 43.20051, 43.04395, 42.95866, 42.86531, 42.83338, 42.90485, 42.95037, 43.00682, 43.19395, 43.52754, 43.63555, 43.72897, 43.93605, 43.99353, 44.09905, 44.37344, 44.51053, 44.88906, 44.92395, 44.92386, 44.88632, 44.76973, 44.64228, 44.58565, 44.50558, 44.30264, 44.31312)))"
RS22,Region Južne i Istočne Srbije,"list(list(c(22.01613, 22.14542, 22.41753, 22.70492, 22.73036, 22.61, 22.47829, 22.67516, 22.61431, 22.53615, 22.41854, 22.37124, 22.51889, 22.66698, 22.74745, 23.00621, 22.7484, 22.51551, 22.44282, 22.46147, 22.46669, 22.52832, 22.47465, 22.36021, 22.25715, 21.58695, 21.54418, 21.5896, 21.7305, 21.74267, 21.75341, 21.44044, 21.43512, 21.28249, 21.12415, 20.92356, 20.99761, 21.27446, 21.48016, 21.55629, 21.56229, 21.47748, 21.65661, 21.78012, 21.82202, 21.14757, 21.13438, 20.78354, 20.76346, 20.82478, 
20.76839, 20.81954, 21.03748, 21.35847, 21.57277, 21.65456, 22.01235, 22.01613, 44.5992, 44.48422, 44.6935, 44.59407, 44.5351, 44.53298, 44.4486, 44.21566, 44.08022, 44.04551, 43.98463, 43.78835, 43.51169, 43.40275, 43.38661, 43.19288, 42.88979, 42.86854, 42.82546, 42.64849, 42.63238, 42.44205, 42.40026, 42.31116, 42.34941, 42.26282, 42.35048, 42.40026, 42.55469, 42.63238, 42.70095, 42.75401, 42.87228, 42.90818, 43.09925, 43.14608, 43.2518, 43.37887, 43.37899, 43.43724, 43.51169, 43.76624, 43.81887, 
44.02594, 44.08251, 44.31517, 44.21434, 44.32662, 44.40954, 44.47083, 44.55449, 44.65787, 44.71815, 44.82161, 44.75159, 44.66856, 44.60232, 44.5992)))"
SE11,Stockholm,"list(list(c(17.5724, 17.44482, 17.34609, 17.2685, 17.41613, 17.44482, 17.48967, 17.47903, 17.54228, 17.53362, 17.6029, 18.0584, 18.14431, 18.24753, 18.37182, 18.51327, 18.66496, 18.75903, 18.92511, 19.13442, 19.12206, 18.82179, 18.77991, 18.82625, 18.92215, 18.94488, 18.53164, 18.26514, 17.86351, 17.5724, 58.95085, 58.99013, 59.02416, 59.21128, 59.38414, 59.44372, 59.44707, 59.50553, 59.53867, 59.62183, 59.67364, 59.74426, 59.8211, 59.83396, 59.8761, 60.14809, 60.13988, 60.20413, 59.95438, 59.83656, 
59.73564, 59.66025, 59.34853, 59.3331, 59.44769, 59.36369, 59.03858, 59.06956, 58.84111, 58.95085)), list(c(18.3317, 18.20505, 18.18852, 18.30711, 18.3317, 58.91044, 58.89712, 58.93174, 58.99466, 58.91044)))"
SE32,Mellersta Norrland,"list(list(c(16.71895, 16.96756, 17.67192, 18.39195, 18.53133, 18.97844, 19.28647, 19.22948, 19.16089, 18.99661, 18.74029, 18.75198, 18.53297, 18.39254, 18.18912, 18.05769, 17.47417, 17.56763, 17.4893, 17.44843, 16.17438, 15.609, 15.32734, 15.40829, 15.11526, 15.08239, 14.64083, 14.53742, 14.44756, 13.55504, 13.27565, 13.28007, 13.04794, 12.79556, 12.29937, 12.25466, 12.06155, 12.12338, 12.09117, 12.19628, 12.05246, 12.0167, 12.10845, 12.18756, 12.18237, 12.17494, 12.68759, 13.19855, 13.98649, 14.11208, 
14.13914, 14.09524, 13.70443, 14.32599, 14.99421, 15.25401, 15.56698, 15.68951, 16.07018, 16.25742, 16.35822, 16.42041, 16.71895, 64.02788, 63.94419, 63.89044, 63.97708, 63.8512, 63.72636, 63.46972, 63.39191, 63.29827, 63.21653, 63.2663, 63.1898, 63.08426, 62.86501, 62.7815, 62.61761, 62.35942, 62.21851, 62.13695, 62.14159, 62.24099, 62.34003, 62.27208, 62.12366, 61.9962, 61.84299, 61.87134, 61.78728, 61.59495, 61.65682, 61.90919, 62.03968, 62.05441, 62.21246, 62.26749, 62.33102, 62.61992, 62.7448, 
62.89482, 63.00517, 63.18344, 63.28425, 63.39191, 63.48474, 63.53166, 63.59873, 63.97562, 64.09171, 64.03249, 64.16659, 64.19549, 64.43417, 64.6118, 65.11892, 64.81297, 64.69403, 64.47839, 64.50027, 64.26602, 64.24232, 64.19549, 64.16659, 64.02788)), list(c(17.7955, 17.70646, 17.63932, 17.67716, 17.7955, 62.23296, 62.15591, 62.20837, 62.25463, 62.23296)))"
SE33,Övre Norrland,"list(list(c(24.12729, 24.17174, 24.09343, 24.05309, 24.12729, 65.73998, 65.6617, 65.66522, 65.70477, 65.73998)), list(c(24.15513, 23.6762, 23.13252, 22.80707, 22.73998, 22.40291, 22.32649, 22.17917, 21.97348, 21.87388, 21.67996, 21.51446, 21.14826, 21.25435, 21.46357, 21.45901, 21.02893, 20.55322, 20.02717, 19.74354, 19.70873, 19.64558, 19.51858, 19.49435, 19.46675, 19.28647, 18.97844, 18.53133, 18.39195, 17.67192, 16.96756, 16.71895, 16.42041, 16.35822, 16.25742, 16.07018, 15.68951, 15.56698, 15.25401, 
14.99421, 14.32599, 14.379, 14.49801, 14.51265, 14.6117, 14.56947, 14.5288, 14.51737, 14.63047, 14.68087, 14.87218, 14.95052, 15.03577, 15.30545, 15.48167, 15.45399, 15.40029, 15.56137, 16.0463, 16.37088, 16.38578, 16.11545, 16.45228, 16.72581, 17.28739, 17.6509, 17.89982, 18.11366, 18.12592, 18.43848, 19.94372, 20.11911, 20.03878, 20.30531, 20.20494, 20.54864, 20.78306, 20.9323, 21.53317, 22.06369, 22.35862, 23.04655, 23.16628, 23.29602, 23.60821, 23.62219, 23.48559, 23.53742, 23.42348, 23.73615, 
23.72583, 23.59438, 23.56466, 23.96684, 23.86548, 23.67542, 23.66425, 23.73481, 23.9092, 24.11593, 24.15513, 65.81603, 65.81662, 65.73488, 65.82735, 65.73927, 65.81833, 65.6155, 65.4723, 65.47776, 65.2697, 65.31863, 65.07439, 64.8016, 64.62612, 64.47489, 64.40192, 64.16659, 63.74765, 63.64555, 63.48474, 63.46501, 63.48474, 63.52443, 63.48474, 63.43952, 63.46972, 63.72636, 63.8512, 63.97708, 63.89044, 63.94419, 64.02788, 64.16659, 64.19549, 64.24232, 64.26602, 64.50027, 64.47839, 64.69403, 64.81297, 
65.11892, 65.24742, 65.30585, 65.57874, 65.81307, 65.96912, 66.09556, 66.13243, 66.1369, 66.13889, 66.14675, 66.14997, 66.15399, 66.23269, 66.28177, 66.34523, 66.4834, 66.56957, 66.91291, 67.05085, 67.20853, 67.45966, 67.56869, 67.89559, 68.10846, 68.04136, 67.98389, 68.16606, 68.53652, 68.56905, 68.37728, 68.45891, 68.56605, 68.80409, 69.02478, 69.05997, 69.02377, 68.9044, 68.68123, 68.4842, 68.47398, 68.30398, 68.14999, 68.13762, 67.97125, 67.92176, 67.82658, 67.59409, 67.48426, 67.42483, 67.30517, 
67.26076, 67.18823, 66.83656, 66.56957, 66.45977, 66.28983, 66.20278, 66.14601, 65.92047, 65.81603)), list(c(23.79107, 23.79503, 23.69606, 23.67183, 23.70084, 23.79107, 65.74331, 65.68263, 65.68714, 65.72849, 65.77287, 65.74331)), list(c(23.00803, 22.97781, 22.85848, 22.90772, 23.00803, 65.68732, 65.63722, 65.71323, 65.75728, 65.68732)), list(c(22.76793, 22.7085, 22.64774, 22.53155, 22.61345, 22.72982, 22.76793, 65.47834, 65.45352, 65.50419, 65.51658, 65.60899, 65.54852, 65.47834)), list(c(20.94686, 
20.91751, 20.85981, 20.8424, 20.89465, 20.94686, 63.76259, 63.69468, 63.6971, 63.78477, 63.81675, 63.76259)))"
SI03,Vzhodna Slovenija,"list(list(c(16.37079, 16.59681, 16.37339, 16.24215, 16.30155, 16.13907, 15.87349, 15.79148, 15.63389, 15.62726, 15.69592, 15.70641, 15.65361, 15.40443, 15.33129, 15.28446, 15.29476, 15.35937, 15.22644, 14.97723, 14.84301, 14.76738, 14.57001, 14.38718, 14.1182, 14.04237, 14.12958, 14.48139, 14.56481, 14.76738, 14.94858, 14.77735, 14.90876, 14.86694, 14.76738, 14.56521, 14.56518, 14.67458, 14.76738, 14.89695, 15.06512, 15.40198, 15.49787, 15.64999, 15.78642, 16.015, 15.99624, 16.11385, 16.30953, 16.37079, 
46.72224, 46.4759, 46.53487, 46.49008, 46.37829, 46.39316, 46.27932, 46.25933, 46.18274, 46.08595, 46.0537, 45.97526, 45.84181, 45.79272, 45.76285, 45.72598, 45.59052, 45.48526, 45.42709, 45.51311, 45.47164, 45.51177, 45.67294, 45.49946, 45.48124, 45.76136, 45.8695, 45.8686, 45.79146, 45.75935, 45.97861, 46.07618, 46.20757, 46.24227, 46.25251, 46.3677, 46.37245, 46.45069, 46.50434, 46.60974, 46.65211, 46.65355, 46.63123, 46.70576, 46.70747, 46.67256, 46.8354, 46.86907, 46.85006, 46.72224)))"
SI04,Zahodna Slovenija,"list(list(c(14.94858, 14.76738, 14.56481, 14.48139, 14.12958, 14.04237, 14.1182, 14.11128, 13.6513, 13.61009, 13.72214, 13.84029, 13.89838, 13.77637, 13.59624, 13.59715, 13.6229, 13.51721, 13.49694, 13.64319, 13.43245, 13.40087, 13.68403, 13.71419, 14.4345, 14.56518, 14.56521, 14.76738, 14.86694, 14.90876, 14.77735, 14.94858, 45.97861, 45.75935, 45.79146, 45.8686, 45.8695, 45.76136, 45.48124, 45.48234, 45.45405, 45.51683, 45.59496, 45.59057, 45.636, 45.74911, 45.80794, 45.81952, 45.96372, 45.98445, 
46.05133, 46.16534, 46.2403, 46.31373, 46.43747, 46.5227, 46.44294, 46.37245, 46.3677, 46.25251, 46.24227, 46.20757, 46.07618, 45.97861)))"
SK01,Bratislavský kraj,"list(list(c(17.24743, 17.1608, 17.06674, 16.9762, 16.85111, 16.94978, 17.35077, 17.32924, 17.5053, 17.24743, 48.01201, 48.00666, 48.11868, 48.17224, 48.43863, 48.53579, 48.62387, 48.48937, 48.22554, 48.01201)))"
SK02,Západné Slovensko,"list(list(c(18.82635, 18.47868, 18.58011, 18.76713, 18.8347, 18.8454, 19.04119, 19.01432, 18.92839, 18.78245, 18.77973, 18.84848, 18.31527, 17.89392, 17.70544, 17.24743, 17.5053, 17.32924, 17.35077, 16.94978, 16.94028, 17.17234, 17.39673, 17.64693, 18.06852, 18.16977, 18.32244, 18.55884, 18.57801, 18.52881, 18.67262, 18.82635, 48.74406, 48.5486, 48.36431, 48.39186, 48.32079, 48.18547, 48.16936, 48.07774, 48.05683, 47.96074, 47.8755, 47.81823, 47.73711, 47.73946, 47.75899, 48.01201, 48.22554, 48.48937, 
48.62387, 48.53579, 48.61725, 48.85478, 48.81335, 48.85427, 49.04944, 49.26352, 49.31506, 49.13315, 49.0297, 48.96022, 48.94261, 48.74406)))"
SK03,Stredné Slovensko,"list(list(c(19.88393, 20.02045, 19.99225, 20.26745, 20.21972, 20.34648, 20.46394, 20.29938, 20.05188, 19.91302, 19.61323, 19.45106, 19.01432, 19.04119, 18.8454, 18.8347, 18.76713, 18.58011, 18.47868, 18.82635, 18.67262, 18.52881, 18.57801, 18.55884, 18.32244, 18.4036, 18.57536, 18.85155, 18.93813, 18.99561, 19.16367, 19.46739, 19.65781, 19.78232, 19.7846, 19.88393, 49.20418, 49.09277, 48.9075, 48.87407, 48.72125, 48.49711, 48.46397, 48.28652, 48.1677, 48.14551, 48.23544, 48.10078, 48.07774, 48.16936, 
48.18547, 48.32079, 48.39186, 48.36431, 48.5486, 48.74406, 48.94261, 48.96022, 49.0297, 49.13315, 49.31506, 49.39675, 49.49721, 49.51719, 49.50174, 49.41, 49.41852, 49.61377, 49.4104, 49.38749, 49.21931, 49.20418)))"
SK04,Východné Slovensko,"list(list(c(22.56684, 22.38282, 22.32922, 22.1694, 22.15531, 22.12108, 21.74712, 21.60691, 21.42465, 21.12556, 20.77582, 20.54058, 20.46394, 20.34648, 20.21972, 20.26745, 19.99225, 20.02045, 19.88393, 20.07803, 20.17259, 20.41746, 20.56701, 20.61494, 20.93724, 21.1223, 21.39771, 21.87903, 22.0682, 22.56684, 49.08838, 48.86226, 48.69466, 48.56907, 48.4034, 48.37831, 48.35315, 48.49458, 48.57472, 48.50519, 48.57351, 48.53626, 48.46397, 48.49711, 48.72125, 48.87407, 48.9075, 49.09277, 49.20418, 49.19825, 
49.32524, 49.40495, 49.38497, 49.41783, 49.31244, 49.4168, 49.43379, 49.37595, 49.22013, 49.08838)))"
TR10,İstanbul,"list(list(c(29.34252, 29.05215, 29.16999, 29.86562, 29.75279, 29.43878, 29.34252, 40.80766, 40.96963, 41.23208, 41.14345, 41.02494, 40.96785, 40.80766)), list(c(27.9911, 27.98211, 28.18166, 28.95633, 28.82055, 28.65668, 28.23024, 27.9911, 41.01834, 41.16924, 41.56406, 41.2593, 40.98908, 40.96911, 41.07083, 41.01834)))"
UKN0,Northern Ireland,"list(list(c(-5.97653, -5.96388, -5.7072, -5.86834, -5.91293, -5.85534, -5.5451, -5.47143, -5.48786, -5.53806, -5.61523, -5.64604, -5.56025, -5.61348, -5.84365, -5.92652, -6.04023, -6.26802, -6.59499, -6.65435, -6.64391, -6.79, -6.86423, -7.02368, -7.18851, -7.16405, -7.30132, -7.61177, -7.84709, -8.10283, -8.13226, -8.00161, -7.70341, -7.81936, -7.61318, -7.25607, -7.14907, -7.05086, -6.99191, -6.93699, -6.47818, -6.20777, -6.09588, -6.03568, -5.97653, 55.0566, 54.98418, 54.79566, 54.68877, 54.64804, 
54.63377, 54.63045, 54.50061, 54.40546, 54.39445, 54.5188, 54.45903, 54.34093, 54.25674, 54.22863, 54.0948, 54.03924, 54.10234, 54.04467, 54.09137, 54.18002, 54.21324, 54.33017, 54.40623, 54.33768, 54.23726, 54.13239, 54.14701, 54.22821, 54.40931, 54.44416, 54.53204, 54.60829, 54.70082, 54.75472, 55.06703, 55.04338, 55.05567, 55.11469, 55.1811, 55.24342, 55.21019, 55.20315, 55.11469, 55.0566)))"
UKL1,West Wales and The Valleys,"list(list(c(-3.37501, -3.48307, -3.57358, -3.62559, -3.75162, -3.92661, -3.70054, -3.74615, -3.67502, -3.80665, -3.75162, -3.59129, -3.42838, -3.33446, -3.15734, -2.98427, -3.11887, -3.23751, -3.49751, -3.63786, -3.75162, -3.88623, -4.17674, -4.28121, -4.2565, -4.05255, -4.52081, -4.98202, -5.16007, -5.15578, -5.22561, -5.03588, -4.27877, -3.93101, -4.08269, -4.08929, -4.18151, -4.52272, -4.64311, -4.1734, -4.00738, -3.75162, -3.36339, -3.33393, -3.29057, -3.16804, -3.13093, -3.15681, -3.37501, 52.89247, 
52.86554, 52.81999, 52.70735, 52.67505, 52.56078, 52.37562, 52.16426, 52.01636, 51.78793, 51.75355, 51.75462, 51.82195, 51.79041, 51.81606, 51.64982, 51.54571, 51.55263, 51.51265, 51.46984, 51.51508, 51.61739, 51.54966, 51.57343, 51.6224, 51.70328, 51.73842, 51.61741, 51.72357, 51.83361, 51.90228, 52.01671, 52.24004, 52.55361, 52.59405, 52.73393, 52.88987, 52.8165, 52.84769, 53.20252, 53.24693, 53.31598, 53.35203, 53.23012, 53.20252, 53.12454, 53.01917, 52.9588, 52.89247)), list(c(-4.21653, -4.32881, 
-4.41651, -4.49971, -4.60368, -4.55015, -4.40736, -4.10565, -4.21653, 53.20252, 53.12554, 53.13383, 53.20252, 53.29727, 53.39979, 53.42606, 53.29839, 53.20252)))"
TR21,"Tekirdağ, Edirne, Kırklareli","list(list(c(28.03551, 27.99197, 28.09463, 28.12519, 28.15297, 28.18166, 27.98211, 27.9911, 27.55265, 27.28995, 26.96865, 26.93222, 26.97471, 26.93831, 26.77385, 26.73687, 26.73489, 26.15221, 26.07912, 26.05508, 26.03276, 26.34692, 26.34122, 26.62032, 26.57785, 26.53772, 26.44386, 26.35788, 26.36595, 26.53486, 26.56154, 26.86888, 26.94923, 26.98168, 27.05965, 27.27591, 27.39169, 27.46597, 27.55791, 27.96475, 28.03551, 41.98308, 41.82536, 41.66826, 41.62148, 41.57896, 41.56406, 41.16924, 41.01834, 
40.96987, 40.69903, 40.55337, 40.60685, 40.69583, 40.73834, 40.74113, 40.69583, 40.64293, 40.59684, 40.62822, 40.69583, 40.73026, 40.96308, 41.23851, 41.37307, 41.60147, 41.62148, 41.66826, 41.7111, 41.79866, 41.83789, 41.92627, 41.98489, 42.00021, 42.01729, 42.08834, 42.09047, 42.01729, 41.98489, 41.94479, 41.97959, 41.98308)))"
TR22,"Balıkesir, Çanakkale","list(list(c(28.16478, 28.08569, 28.2608, 28.5113, 28.68761, 28.78035, 28.96857, 28.81767, 28.62513, 28.65255, 28.18544, 27.888, 27.38132, 27.09891, 26.76392, 26.69963, 26.88223, 26.61869, 26.19517, 26.09661, 26.18045, 27.20085, 27.50628, 27.79282, 27.72998, 27.76268, 27.97638, 27.95167, 28.16478, 40.39561, 40.23472, 39.88815, 39.74564, 39.73982, 39.63424, 39.60068, 39.32659, 39.27496, 39.14737, 39.07636, 39.33284, 39.35275, 39.37227, 39.17521, 39.31289, 39.5276, 39.54788, 39.47038, 39.52029, 39.94297, 
40.43492, 40.30468, 40.34775, 40.46632, 40.50639, 40.47532, 40.36632, 40.39561)), list(c(27.72028, 27.57124, 27.5207, 27.52818, 27.63638, 27.72028, 40.61674, 40.57098, 40.59465, 40.63621, 40.67274, 40.61674)), list(c(27.66648, 27.61729, 27.55122, 27.56256, 27.6343, 27.66648, 40.48775, 40.4346, 40.44439, 40.51816, 40.53696, 40.48775)), list(c(26.73489, 26.73687, 26.77385, 26.93831, 26.97471, 26.93222, 26.96865, 26.75877, 26.72292, 26.28279, 26.22757, 26.26238, 26.77446, 26.73489, 40.64293, 40.69583, 
40.74113, 40.73834, 40.69583, 40.60685, 40.55337, 40.45996, 40.37756, 40.06509, 40.10394, 40.31573, 40.57171, 40.64293)), list(c(26.66442, 26.61399, 26.57665, 26.63666, 26.68251, 26.66442, 39.30259, 39.30259, 39.37559, 39.41596, 39.39206, 39.30259)), list(c(26.11373, 26.05768, 25.98397, 26.09681, 26.11373, 39.77247, 39.75508, 39.82949, 39.86226, 39.77247)), list(c(25.83858, 25.73882, 25.66536, 25.67114, 25.79146, 25.94359, 25.98611, 25.83858, 40.09962, 40.0908, 40.12439, 40.15367, 40.2115, 40.24103, 
40.13876, 40.09962)))"
